codigo_producto;descripcion_producto;unidades_por_caja;precio;iva;precio_con_iva;descuento_por_bultos;descuento_por_volumen;imagen_id;marca_id
0169;Chico champu manzanilla 10x200ml ;10; 2,55 ; 0,41 ; 2,96 ;null;null;null;1
0773;Chicco champu romero 200ml;10; 2,34 ; 0,37 ; 2,71 ;null;null;null;1
0028;Chico champu original 10x200 ml;10; 3,04 ; 0,49 ; 3,53 ;null;null;null;1
0357;Chicco champu original 400ml;10; 5,38 ; 0,86 ; 6,24 ;null;null;null;1
0174;Chicco locion 10x200cc;10; 3,10 ; 0,50 ; 3,60 ;null;null;null;1
0043;Chicco aceite con vitamina E 220 cc;10; 4,44 ; 0,71 ; 5,15 ;null;null;null;1
0917;Chicco aceite con vitamina E 110 cc;24; 2,52 ; 0,40 ; 2,92 ;null;null;null;1
0813;Chicco aceite cremoso 200ml;10; 2,47 ; 0,40 ; 2,87 ;null;null;null;1
0036;Chicco colonia 220cc ;10; 3,47 ; 0,56 ; 4,03 ;null;null;null;1
0581;Chicco colonia 110cc;24; 1,98 ; 0,32 ; 2,30 ;null;null;null;1
0711;Chico cotoncito 3x2 60p;32; NULL ; NULL ; NULL ;null;null;null;1
0038;Chico cotoncito 60p;48; 0,67 ; 0,11 ; 0,78 ;null;null;null;1
0712;Chico cotoncito 3X2 100p;12; NULL ; NULL ; NULL ;null;null;null;1
0616;Chico cotoncito 100p;32; 1,04 ; 0,17 ; 1,21 ;null;null;null;1
0891;Chico cotoncito 300p pagas 200p;12; 2,04 ; 0,33 ; 2,37 ;null;null;null;1
0890;Chico cotoncito 180p pagas 120p;16; 1,81 ; 0,29 ; 2,10 ;null;null;null;1
0048;chicco gel antibacterial 100 cc;24; NULL ; NULL ; NULL ;null;null;null;1
0877;Chicco motas de algod�n 100p paga 80p;12; 2,47 ; 0,40 ; 2,87 ;null;null;null;1
0175;Chicco motas de algod�n 100p;12; 2,47 ; 0,40 ; 2,87 ;null;null;null;1
0037;Chicco talco 200gr ;24; 3,91 ; 0,63 ; 4,54 ;null;null;null;1
0732;Chicco talco 100gr ;24; 2,06 ; 0,33 ; 2,39 ;null;null;null;1
0044;Chicco Toallas Humedas Original X72;24; NULL ; NULL ; NULL ;null;null;null;1
0376;Chicco Toalla Humeda X48;20; NULL ; NULL ; NULL ;null;null;null;1
0385;Chicco th original x24;40; 0,68 ; 0,11 ; 0,79 ;null;null;null;1
0618;Ladyface discos de algod�n 80p;8; 2,05 ; 0,33 ; 2,38 ;null;null;null;1
0828;Chicco crema protectora 80gr;16; 2,98 ; 0,48 ; 3,46 ;null;null;null;1
0358;Chicco vaselina 80gr;16; 2,04 ; 0,33 ; 2,37 ;null;null;null;1
0670;Chicco pa�al M reg. 20und;8; 3,15 ; 0,50 ; 3,65 ;null;null;null;1
0704;Chicco pa�al G reg. 20und;8; 3,40 ; 0,54 ; 3,94 ;null;null;null;1
0758;Chicco pa�al XG reg. 20und;8; 3,68 ; 0,59 ; 4,27 ;null;null;null;1
0759;Jabon en barra para ni�os chicco 90gr;30; 1,49 ; 0,24 ; 1,73 ;null;null;null;1
0053;Toallas humedas baby Amy X72;16; NULL ; NULL ; NULL ;null;null;null;2
0889;Toallas humedas baby Amy X48;20; 0,89 ; 0,14 ; 1,03 ;null;null;null;2
0888;Toallas humedas baby Amy X24;48; 0,58 ; 0,09 ; 0,67 ;null;null;null;2
0051;Amy colonia bebe 10x220 cc;10; 2,67 ; 0,43 ; 3,10 ;null;null;null;2
0052;Amy aceite 10x220cc ;10; 3,58 ; 0,57 ; 4,15 ;null;null;null;2
0055;Amy locion 10x200cc;10; 2,25 ; 0,36 ; 2,61 ;null;null;null;2
0054;Amy talco 200cc;24; 3,25 ; 0,52 ; 3,77 ;null;null;null;2
0295;Amy hisopos 60 p;48; 0,81 ; 0,13 ; 0,94 ;null;null;null;2
0033;Amy champu 10x200 cc;12; 2,21 ; 0,35 ; 2,56 ;null;null;null;2
0170;Amy motas de algod�n 12x50p;12; 1,52 ; 0,24 ; 1,76 ;null;null;null;2
0066;Avispa repelente tubo 12x100 gr ;12; 2,37 ; 0,38 ; 2,75 ;null;null;null;3
0067;Avispa repelente tarro 12x100 gr ;12; 1,95 ; 0,31 ; 2,26 ;null;null;null;3
0070;Avispa locion jabonosa 60 ml;12; 1,62 ; 0,26 ; 1,88 ;null;null;null;3
0069;Avispa locion jabonosa 120 ml;12; 2,25 ; 0,36 ; 2,61 ;null;null;null;3
0068;Avispa locion jabonosa 12x220 ml;12; 2,86 ; 0,46 ; 3,32 ;null;null;null;3
0387;Avispa repelente aerosol 135gr;12; NULL ; NULL ; NULL ;null;null;null;3
0388;Avispa repelente aerosol 220gr;12; NULL ; NULL ; NULL ;null;null;null;3
0102;Nevada lips protectores cereza;12; 2,09 ; 0,33 ; 2,42 ;null;null;null;3
0104;Nevada lips protectores coco;12; 2,09 ; 0,33 ; 2,42 ;null;null;null;3
0101;Nevada lips protectores fresa;12; 2,09 ; 0,33 ; 2,42 ;null;null;null;3
0103;Nevada lips protectores manzana;12; 2,09 ; 0,33 ; 2,42 ;null;null;null;3
0100;Nevada lips protectores natural;12; 2,09 ; 0,33 ; 2,42 ;null;null;null;
0062;Protectores friends regular 12x40;12; 1,58 ; 0,25 ; 1,83 ;15% XBULTO ;null;null;4
0063;Protectores friends regular 8x60;8; NULL ; NULL ; NULL ;null;null;null;4
0713;Protectores friends regular 12x60 promocion ;12; NULL ; NULL ; NULL ;null;null;null;4
0829;Protectores friends regular 4x120 promocion ;4; 2,86 ; 0,46 ; 3,32 ;null;null;null;4
0064;Protectores friends manzanilla 12x40;12; 1,58 ; 0,25 ; 1,83 ;15% XBULTO ;null;null;4
0359;Friends ts tela regular 14und;12; 1,33 ; 0,21 ; 1,54 ;null;null;null;4
0586;Frieds x-treme sec con alas 14und;12; 1,33 ; 0,21 ; 1,54 ;null;null;null;4
0615;Friends ts nocturna sin alas 10und;12; 1,39 ; 0,22 ; 1,61 ;null;null;null;4
0497;Friends jabon liquido intimo 240cc;12; 3,52 ; 0,56 ; 4,08 ;null;null;null;4
0368;activa sec perdida abundante 12x10;12; 1,75 ; 0,28 ; 2,03 ;null;null;null;5
0506;Pa�al securezza confort talla M 6 und;6; 4,99 ; 0,80 ; 5,79 ;null;null;null;6
0495;Pa�al securezza confort talla L 6 und;6; 5,88 ; 0,94 ; 6,82 ;null;null;null;6
0876;Pa�al securezza classic talla L lleve 20/16;4; 13,45 ; 2,15 ; 15,60 ;10 X BULTO;null;null;6
0059;Toallas securezza post-parto premium 12x10;12; NULL ; NULL ; NULL ;null;null;null;6
0060;Toallas securezza post-parto 12*10;12; NULL ; NULL ; NULL ;null;null;null;6
0494;Securezza protector de cama 6*10;6; 5,76 ; 0,92 ; 6,68 ;null;null;null;6
0057;Pa�al Securezza classic talla L 6 und;6; 4,74 ; 0,76 ; 5,50 ;null;null;null;6
0056;Pa�al Securezza classic talla M 6 und;6; 4,03 ; 0,64 ; 4,67 ;null;null;null;6
0233;Pa�al siempre seco talla M6*6;6; 3,25 ; 0,52 ; 3,77 ;null;null;null;7
0282;Pa�al siempre seco talla G 6*6;6; NULL ; NULL ; NULL ;null;null;null;7
0665;Siempre seco protector de cama 20und;4; 6,99 ; 1,12 ; 8,11 ;null;null;null;7
0823;Nivea body milk nutritiva 48hrs 220 ml ;12; 4,59 ; 0,73 ; 5,32 ;null;null;null;8
0004;Nivea body milk nutritiva 48hrs 400ml;15; 6,86 ; 1,10 ; 7,96 ;null;null;null;8
0715;Nivea body milk nutritiva 48hrs 100ml;12; 2,71 ; 0,43 ; 3,14 ;null;null;null;8
0001;Nivea body soft milk 48hrs piel seca 400 ml;15; NULL ; NULL ; NULL ;null;null;null;8
0824;Nivea body soft milk 48hrs piel seca 220ml;12; 4,59 ; 0,73 ; 5,32 ;null;null;null;8
0587;Nivea body soft milk 48hrs piel seca 100 ml;12; 2,71 ; 0,43 ; 3,14 ;null;null;null;8
0705;Nivea body express hydration 48hrs 100 ml;12; 2,71 ; 0,43 ; 3,14 ;null;null;null;8
0588;Nivea body express hydration 48hrs 220ml;12; 4,59 ; 0,73 ; 5,32 ;null;null;null;8
0005;Nivea body express hydration 48hrs 400 ml;15; 6,86 ; 1,10 ; 7,96 ;null;null;null;8
0007;Nivea body aloe vera 400 ml;15; 6,86 ; 1,10 ; 7,96 ;null;null;null;8
0008;Nivea crema corporal Q10 reafirmante 400ml ;15; 8,52 ; 1,36 ; 9,88 ;null;null;null;8
0176;Nivea Crema corporal cherry blossom 400ml ;12; NULL ; NULL ; NULL ;null;null;null;8
0177;Nivea crema corporal rosas & aceite de argan 400ml;12; 7,51 ; 1,20 ; 8,71 ;null;null;null;8
0853;Nivea crema corporal aclarado natural 220ml;12; 5,74 ; 0,92 ; 6,66 ;null;null;null;8
0373;Nivea crema corporal aclarado natural 400ml;15; 8,52 ; 1,36 ; 9,88 ;null;null;null;8
0590;Nivea crema corporal reg. Intensiva 72hr 400ml;15; 6,86 ; 1,10 ; 7,96 ;null;null;null;8
0325;Agua micelar nivea piel mixta a grasa 400 ml ;10; NULL ; NULL ; NULL ;null;null;null;8
0571;Nivea deo spray serum extra aclarante 100ml;12; 4,18 ; 0,67 ; 4,85 ;null;null;null;8
0015;Antitranspirante nivea invisible roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0016;Antitranspirante nivea aclarado natural roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0825;Antitranspirante nivea efecto satin roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0014;Nivea deo roll on pearl & beauty 50ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0733;Nivea deo roll on tono natural beauty touch 50ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0011;Nivea men deo roll on fresh sport 50ml ;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0012;Nivea men deo roll on fresh ice 50ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0010;Antitranspirante nivea men dry impact roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0374;Nivea men deo roll-on silver protect 50 ml ;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0375;Nivea men roll-on antitranspirante deep 50ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0009;Antitranspirante nivea men invisible roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0762;Antitranspirante nivea men ultimate impact roll-on 50 ml;12; 2,36 ; 0,38 ; 2,74 ;null;null;null;8
0747;Nivea aerosol anti tono natural beauty touch 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0748;Nivea aerosol anti tono natural classic touch 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0827;Nivea aerosol anti. b&w invisible clear 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0771;Nivea aerosol pearl beauty 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0749;Nivea men b&w inv original antitranspirante 150ml ;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0881;Nivea men deep black carbon dark wood aerosol anti 150 ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0750;Nivea men deep black carbon espresso aerosol anti 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0751;Nivea men b&w invisible fresh aerosol anti 150ml ;12; NULL ; NULL ; NULL ;null;null;null;8
0770;Nivea men aerosol silver protect 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0826;Nivea men aerosol anti. b&w ultimate impact 150ml;12; 5,03 ; 0,80 ; 5,83 ;null;null;null;8
0021;Nivea creme lata 50ml;12; NULL ; NULL ; NULL ;null;null;null;8
0020;Nivea creme  tarro 100 ml;12; 5,52 ; 0,88 ; 6,40 ;null;null;null;8
0821;Nivea creme tarro 200ml;12; 8,84 ; 1,41 ; 10,25 ;null;null;null;8
0892;Agua micelar agua de rosas 400ml;12; 8,87 ; 1,42 ; 10,29 ;null;null;null;8
0893;Agua micelar agua de rosas 100ml;12; 4,92 ; 0,79 ; 5,71 ;null;null;null;8
0894;Nivea desmaquillante bifasico de ojos 125ml;12; 5,77 ; 0,92 ; 6,69 ;null;null;null;8
0507;nivea crema facial agua de rosas 50 ml;12; NULL ; NULL ; NULL ;null;null;null;8
0045;nivea crema facial cuidado nutritivo 50 ml;12; NULL ; NULL ; NULL ;null;null;null;8
0047;nivea antiarrugas vitamina E 50 ml ;16; NULL ; NULL ; NULL ;null;null;null;8
0046;Nivea crema facial aclarado natural 50ml;16; NULL ; NULL ; NULL ;null;null;null;8
0050;Nivea gel limpiador facial purificante 150ml;6; 8,99 ; 1,44 ; 10,43 ;null;null;null;8
0031;Nivea lip care strawberry shine;12; 2,75 ; 0,44 ; 3,19 ;null;null;null;8
0032;Nivea lip care cherry shine;12; NULL ; NULL ; NULL ;null;null;null;8
0591;Nivea lipcare med repair ;12; NULL ; NULL ; NULL ;null;null;null;8
0034;Nivea lip care original ;12; NULL ; NULL ; NULL ;null;null;null;8
0896;Labellos protector labial cereza ;12; 2,75 ; 0,44 ; 3,19 ;null;null;null;8
0760;Labellos protector labial fresa ;12; 2,75 ; 0,44 ; 3,19 ;null;null;null;8
0775;Labello protector labial original ;12; 2,75 ; 0,44 ; 3,19 ;null;null;null;8
0761;Labello protector labial med repair fps15;12; 2,75 ; 0,44 ; 3,19 ;null;null;null;8
0371;Nivea sun protector solar hidratante fps50+  200ml;12; 17,21 ; 2,75 ; 19,96 ;null;null;null;8
0023;Nivea sun kids protector solar hidratante fps50+ 125ml;6; 12,65 ; 2,02 ; 14,67 ;null;null;null;8
0720;Nivea protec & bronze 30 fps 200ml;6; 14,83 ; 2,37 ; 17,20 ;null;null;null;8
0916;Nivea sun prot.Solar protect&fresh sport fps50 200ml ;6; 16,79 ; 2,69 ; 19,48 ;null;null;null;8
0022;nivea sun protector solar hidratante125ml ;6; 12,65 ; 2,02 ; 14,67 ;null;null;null;8
0734;Nivea sun kids swin & play hidratante fps 50 150 ml;6; 16,97 ; 2,72 ; 19,69 ;null;null;null;8
0764;Nivea sun babies & kids prot  piel sensible fps 50 200ml;6; 16,97 ; 2,72 ; 19,69 ;null;null;null;8
0895;Nivea sun protector solar facial antiedad q10 fps 50 ;6; 11,02 ; 1,76 ; 12,78 ;null;null;null;8
0540;Nivea sun protector solar facial fps 50 ;12; 11,02 ; 1,76 ; 12,78 ;null;null;null;8
0330;Nivea men espuma de afeitar silver protect 200ml;12; 5,80 ; 0,93 ; 6,73 ;null;null;null;8
0331;Nivea men espuma de afeitar sensitive 200ml;12; 5,80 ; 0,93 ; 6,73 ;null;null;null;8
0882;Nivea jabon intimo 250ml;12; 4,53 ; 0,72 ; 5,25 ;null;null;null;8
0106;Dioxogen roll-on talco 90gr ;36; 1,77 ; 0,28 ; 2,05 ;3% X BULTO ;null;null;9
0108;Dioxogen roll-on original 90gr ;36; 1,77 ; 0,28 ; 2,05 ;3% X BULTO ;null;null;9
0107;Dioxogen roll-on aloe 90gr ;36; 1,77 ; 0,28 ; 2,05 ;3% X BULTO ;null;null;9
0105;Dioxogen roll-on bicarbonato 90gr ;36; 1,77 ; 0,28 ; 2,05 ;3% X BULTO ;null;null;9
0125;dioxogen gel antibacteria 50ml;12; NULL ; NULL ; NULL ;NULL;null;null;9
0114;dioxogen solucion115ml *24;24; 0,96 ; 0,15 ; 1,11 ;NULL;null;null;9
0579;Overskin tubo pa�alites 13% 50g;12; 2,27 ; 0,36 ; 2,63 ;NULL;null;null;9
0119;Overskin tubo pa�alites 40% 50g;12; 3,37 ; 0,54 ; 3,91 ;NULL;null;null;9
0763;Overskin 2 en 1 champu y gel de ba�o 280ml;12; 3,15 ; 0,50 ; 3,65 ;NULL;null;null;9
0728;Dencorub ice arnica rooll on 80gr;12; NULL ; NULL ; NULL ;NULL;null;null;9
0323;Dencorub ice roll on 80gr;15; 2,35 ; 0,38 ; 2,73 ;NULL;null;null;9
0113;Dencorub ice gel 40gr;24; 1,95 ; 0,31 ; 2,26 ;NULL;null;null;9
0527;Dencorub ice spray 120ml;12; 2,88 ; 0,46 ; 3,34 ;NULL;null;null;9
0288;wampole emuls naranja 360ml ;6; 3,86 ; 0,62 ; 4,48 ;NULL;null;null;9
0324;wampole emuls tutti frutti 360ml ;6; 3,86 ; 0,62 ; 4,48 ;NULL;null;null;9
0110;wampole emuls fresa 360ml;6; 3,86 ; 0,62 ; 4,48 ;NULL;null;null;9
0111;wampole emuls fresa 240ml;9; 2,91 ; 0,47 ; 3,38 ;NULL;null;null;9
0289;wampole emuls tutti frutti 240ml;9; 2,91 ; 0,47 ; 3,38 ;NULL;null;null;9
0112;wampole emuls naranja 240ml;9; 2,91 ; 0,47 ; 3,38 ;NULL;null;null;9
0601;wampole emuls fresa 200ml;12; 2,43 ; 0,39 ; 2,82 ;NULL;null;null;9
0599;wampole emuls tutti frutti 200ml;12; 2,43 ; 0,39 ; 2,82 ;NULL;null;null;9
0600;wampole emuls naranja 200ml;12; 2,43 ; 0,39 ; 2,82 ;NULL;null;null;9
0214;Schick exacta 2 delicada (mujer) blister 3 unidades ;72; NULL ; NULL ; NULL ;NULL;null;null;10
0215;Schick exacta 2 sensible blister 3 unidades ;72; NULL ; NULL ; NULL ;NULL;null;null;10
0219;Schick exacta 2 delicada (mujer) ristra 12 unidades ;12; 0,53 ; 0,08 ; 0,61 ;NULL;null;null;10
0218;Schick exacta 2 sensible ristra 12 unidades ;12; NULL ; NULL ; NULL ;NULL;null;null;10
0220;Schick exacta 2 normal ristra 12 unidades ;12; NULL ; NULL ; NULL ;NULL;null;null;10
0217;Schick xtreme 3 hawaiian (mujer) ristra 12 unidades ;12; 1,10 ; 0,18 ; 1,28 ;NULL;null;null;10
0216;Schick xtreme3 sensitive ristra 12 unidades ;12; NULL ; NULL ; NULL ;NULL;null;null;10
0211;Schick xtreme3 sensitive blister 2 unidades ;24; NULL ; NULL ; NULL ;NULL;null;null;10
0356;Schick xtrme3 piel normal 2 unidades ;24; 1,94 ; 0,31 ; 2,25 ;NULL;null;null;10
0212;Schick xtreme3 hawaiian (mujer) blister 2 unidades ;24; 2,15 ; 0,34 ; 2,49 ;NULL;null;null;10
0213;Schick xtreme 3 sensitive 4 unidades ;12; 3,70 ; 0,59 ; 4,29 ;NULL;null;null;10
0463;Schick maquina mujer sensible Q4 1x1;12; 8,09 ; 1,29 ; 9,38 ;NULL;null;null;10
0465;Schick respuesto mujer sensible 2x1;12; 8,88 ; 1,42 ; 10,30 ;NULL;null;null;10
0221;Hojillas schick super chromium 3 hojas doble filo 10*3;10; 0,40 ; 0,06 ; 0,46 ;NULL;null;null;10
0316;colorsilk C/ keratina negro 10;12; 5,80 ; 0,93 ; 6,73 ;NULL;null;null;11
0320;colorsilk C/ keratina negro suave 11;12; 5,80 ; 0,93 ; 6,73 ;NULL;null;null;11
0321;colorsilk C/ keratina negro azulado 12;12; 5,80 ; 0,93 ; 6,73 ;NULL;null;null;11
0140;colorsilk C/ keratina negro natural 20;12; 5,80 ; 0,93 ; 6,73 ;NULL;null;null;11
0141;colorsilk C/ keratina casta�o oscuro 30;12; 5,80 ; 0,93 ; 6,73 ;NULL;null;null;11
0145;colorsilk C/ keratina chocolate 37;12; NULL ; NULL ; NULL ;NULL;null;null;11
0370;Jean nate agua de colonia 443ml;24; 11,58 ; 1,85 ; 13,43 ;NULL;null;null;11
0319;Removedor de esmalte cutex 100ml ;18; 2,98 ; 0,48 ; 3,46 ;NULL;null;null;11
0515;Removedor de esmalte cutex 200ml ;36; 4,62 ; 0,74 ; 5,36 ;NULL;null;null;11
0280;fresh'n soft toallas intimas para damas 10*20;10; 1,43 ; 0,23 ; 1,66 ;NULL;null;null;11
0081;Toallas desmaquillantes fresh soft ;10; 1,18 ; 0,19 ; 1,37 ;NULL;null;null;11
0279;fresh'n soft classic toallas de 15 und ;10; 0,69 ; 0,11 ; 0,80 ;NULL;null;null;11
0026;fresh'n soft classic toallas de 64 und ;24; 0,98 ; 0,16 ; 1,14 ;NULL;null;null;11
0589;Fresh's soft disco desmaquillantes 70und;48; 1,88 ; 0,30 ; 2,18 ;NULL;null;null;11
0076;crema cero natural 50grs;12; 4,28 ; 0,68 ; 4,96 ;NULL;null;null;12
0077;crema cero con vitamina E 50grs;12; 4,28 ; 0,68 ; 4,96 ;NULL;null;null;12
0168;crema cero aloe vera 50grs;12; 4,28 ; 0,68 ; 4,96 ;NULL;null;null;12
0073;crema cero natural 30grs;24; 2,46 ; 0,39 ; 2,85 ;NULL;null;null;12
0075;crema cero con vitamina E 30grs;24; 2,46 ; 0,39 ; 2,85 ;NULL;null;null;12
0074;crema cero aloe vera 30grs;24; 2,46 ; 0,39 ; 2,85 ;NULL;null;null;12
0078;vaselina cero 50gr;12; 2,76 ; 0,44 ; 3,20 ;NULL;null;null;12
;Crema cero concentrada 30gr;24; 3,22 ; 0,52 ; 3,74 ;NULL;null;null;12
0248;IE Aceite corpo. Hidrat-coco400ml ;6; 9,46 ; 1,51 ; 10,97 ;NULL;null;null;13
0258;IE Gel ba�o aloe vera 750ml;12; 6,88 ; 1,10 ; 7,98 ;NULL;null;null;13
0260;IE Gel ba�o avena 750ML;12; 6,88 ; 1,10 ; 7,98 ;NULL;null;null;13
0262;IE Gel ba�o glicerina 750 ml ;12; 8,85 ; 1,42 ; 10,27 ;NULL;null;null;13
0558;IE Gel ba�o urea 750 ml ;12; 7,99 ; 1,28 ; 9,27 ;NULL;null;null;13
0269;IE Locion hidra urea 500ml ;6; 12,92 ; 2,07 ; 14,99 ;NULL;null;null;13
0263;IE Locion hidra aloe 500ml;6; 8,26 ; 1,32 ; 9,58 ;NULL;null;null;13
0264;IE Locion hidra avena 500ml;6; 8,26 ; 1,32 ; 9,58 ;NULL;null;null;13
0266;IE Locion hidra colageno 500ml;6; NULL ; NULL ; NULL ;NULL;null;null;13
0268;IE Locion hidra coco 500ml;6; 8,54 ; 1,37 ; 9,91 ;NULL;null;null;13
0275;IE Tarro crema aloe 400ml ;6; 8,74 ; 1,40 ; 10,14 ;NULL;null;null;13
0277;IE Tarro crema avena 400ml;6; NULL ; NULL ; NULL ;NULL;null;null;13
;IE cremas manos urea 150ml;6; NULL ; NULL ; NULL ;NULL;null;null;13
;IE cremas manos urea 20% 75ml;6; 5,25 ; 0,84 ; 6,09 ;NULL;null;null;13
;IE desodorante urea roll-on 75ml;6; 4,68 ; 0,75 ; 5,43 ;NULL;null;null;13
0396;Crema corporal nuvel sabila y pepino 315ml;24; 2,48 ; 0,40 ; 2,88 ;NULL;null;null;14
0439;Crema corporal nuvel piel seca colageno 315ml;24; 2,48 ; 0,40 ; 2,88 ;NULL;null;null;14
0440;Crema corporal nuvel piel seca antioxidante 315ml;24; 2,48 ; 0,40 ; 2,88 ;NULL;null;null;14
0441;Crema corporal extra seca aceite de almendra 315ml;24; 2,48 ; 0,40 ; 2,88 ;NULL;null;null;14
0392;Crema corporal nuvel aceite de coco 750ml;12; 4,12 ; 0,66 ; 4,78 ;10% *6 UND;null;null;14
0393;Creama corporal nuvel antioxidantes 750ml;12; 4,12 ; 0,66 ; 4,78 ;10% *6 UND;null;null;14
0394;Crema corporal nuvel karite  750ml;12; 4,12 ; 0,66 ; 4,78 ;10% *6 UND;null;null;14
0395;Crema corporal nuvel aceite arandano 750ml;12; 4,12 ; 0,66 ; 4,78 ;10% *6 UND;null;null;14
0391;Creama corporal nuvel miel y avena 750ml;12; 4,12 ; 0,66 ; 4,78 ;10% *6 UND;null;null;14
